filename,width,height,class,xmin,ymin,xmax,ymax
2022-05-22-00-00-00-s_png_jpg.rf.3a1e69ddddbf9fb7adeb2d1ae91fefde.jpg,640,640,bootes,243,96,326,264
2022-05-22-00-00-00-s_png_jpg.rf.3a1e69ddddbf9fb7adeb2d1ae91fefde.jpg,640,640,leo,414,142,551,323
2022-05-22-00-00-00-s_png_jpg.rf.3a1e69ddddbf9fb7adeb2d1ae91fefde.jpg,640,640,sagittarius,14,448,103,577
2022-05-22-00-00-00-s_png_jpg.rf.3a1e69ddddbf9fb7adeb2d1ae91fefde.jpg,640,640,aquila,0,193,68,359
2022-05-22-00-00-00-s_png_jpg.rf.3a1e69ddddbf9fb7adeb2d1ae91fefde.jpg,640,640,lyra,87,15,132,87
2022-08-29-00-00-00-s_png_jpg.rf.396888294742bcbd45f112f7e12471db.jpg,640,640,lyra,393,431,426,514
2022-08-29-00-00-00-s_png_jpg.rf.396888294742bcbd45f112f7e12471db.jpg,640,640,cygnus,319,382,396,539
2022-08-29-00-00-00-s_png_jpg.rf.396888294742bcbd45f112f7e12471db.jpg,640,640,aquila,327,194,404,323
2022-09-01-00-00-00-s_png_jpg.rf.39e8a36f8230ad000e412850103bbfb3.jpg,640,640,lyra,379,409,411,499
2022-09-01-00-00-00-s_png_jpg.rf.39e8a36f8230ad000e412850103bbfb3.jpg,640,640,cygnus,300,374,368,541
2022-09-01-00-00-00-s_png_jpg.rf.39e8a36f8230ad000e412850103bbfb3.jpg,640,640,aquila,320,167,400,301
moon_039_png_jpg.rf.3ad0cda2ac382327b28be0a52e67d1b8.jpg,640,640,moon,306,184,346,249
cassiopeia_constellation_020_png_jpg.rf.3a80a5ea2eb5fda2b6dcd97e46be3ae7.jpg,640,640,cassiopeia,49,335,158,598
2022-01-18-00-00-00-n_png_jpg.rf.3a2267756483d4d293931f7f4118de55.jpg,640,640,ursa_major,361,236,461,504
2022-01-18-00-00-00-n_png_jpg.rf.3a2267756483d4d293931f7f4118de55.jpg,640,640,cassiopeia,76,329,160,491
messier_m45_049_png_jpg.rf.398c3b2ca61e2962c5556d00ce705e1a.jpg,640,640,pleiades,330,175,349,205
2022-10-12-00-00-00-n_png_jpg.rf.3a64d353365f8ed4c4b360095648fac7.jpg,640,640,cassiopeia,198,80,281,211
moon_023_png_jpg.rf.3b0a65c8292b65da116976ee755f673f.jpg,640,640,moon,275,601,306,628
messier_m45_010_png_jpg.rf.3ad5d9fa36363849e12c66d39ad8203d.jpg,640,640,pleiades,488,538,509,580
2022-02-18-00-00-00-n_png_jpg.rf.3b4803f2178d0888690a911dd5160d7e.jpg,640,640,ursa_major,319,84,454,266
2022-02-18-00-00-00-n_png_jpg.rf.3b4803f2178d0888690a911dd5160d7e.jpg,640,640,cassiopeia,103,451,157,622
2022-03-31-00-00-00-s_png_jpg.rf.3cb50d6db158a26fda8f6714356134f3.jpg,640,640,gemini,446,293,554,450
2022-03-31-00-00-00-s_png_jpg.rf.3cb50d6db158a26fda8f6714356134f3.jpg,640,640,bootes,83,396,169,609
2022-03-31-00-00-00-s_png_jpg.rf.3cb50d6db158a26fda8f6714356134f3.jpg,640,640,canis_minor,453,204,496,272
2022-03-31-00-00-00-s_png_jpg.rf.3cb50d6db158a26fda8f6714356134f3.jpg,640,640,leo,237,275,365,410
2022-02-03-00-00-00-n_png_jpg.rf.3d5ad50eeffbcda86a1bef5b458e4e3f.jpg,640,640,ursa_major,324,219,439,438
2022-02-03-00-00-00-n_png_jpg.rf.3d5ad50eeffbcda86a1bef5b458e4e3f.jpg,640,640,cassiopeia,70,75,128,260
2022-07-15-00-00-00-s_png_jpg.rf.3bb854698cb0e5faecfef0a547af9695.jpg,640,640,scorpius,271,0,385,125
2022-07-15-00-00-00-s_png_jpg.rf.3bb854698cb0e5faecfef0a547af9695.jpg,640,640,bootes,404,315,511,551
2022-07-15-00-00-00-s_png_jpg.rf.3bb854698cb0e5faecfef0a547af9695.jpg,640,640,sagittarius,184,30,262,152
2022-07-15-00-00-00-s_png_jpg.rf.3bb854698cb0e5faecfef0a547af9695.jpg,640,640,moon,144,89,166,155
2022-07-15-00-00-00-s_png_jpg.rf.3bb854698cb0e5faecfef0a547af9695.jpg,640,640,aquila,160,202,255,382
2022-07-15-00-00-00-s_png_jpg.rf.3bb854698cb0e5faecfef0a547af9695.jpg,640,640,lyra,224,451,269,520
2022-07-15-00-00-00-s_png_jpg.rf.3bb854698cb0e5faecfef0a547af9695.jpg,640,640,cygnus,141,417,221,605
cassiopeia_constellation_026_png_jpg.rf.3e39162cae30fe376fb36ef01cfcfbef.jpg,640,640,cassiopeia,262,179,378,622
2022-12-05-00-00-00-s_png_jpg.rf.3bccaa7bf6058dece8e7f354fad5c2aa.jpg,640,640,pleiades,238,224,257,255
2022-12-05-00-00-00-s_png_jpg.rf.3bccaa7bf6058dece8e7f354fad5c2aa.jpg,640,640,taurus,198,204,268,319
2022-12-05-00-00-00-s_png_jpg.rf.3bccaa7bf6058dece8e7f354fad5c2aa.jpg,640,640,moon,315,313,354,380
2022-12-05-00-00-00-s_png_jpg.rf.3bccaa7bf6058dece8e7f354fad5c2aa.jpg,640,640,orion,129,300,169,436
2022-12-05-00-00-00-s_png_jpg.rf.3bccaa7bf6058dece8e7f354fad5c2aa.jpg,640,640,gemini,38,51,136,244
2022-12-05-00-00-00-s_png_jpg.rf.3bccaa7bf6058dece8e7f354fad5c2aa.jpg,640,640,canis_major,52,444,115,566
2022-12-05-00-00-00-s_png_jpg.rf.3bccaa7bf6058dece8e7f354fad5c2aa.jpg,640,640,canis_minor,20,238,50,299
2022-10-03-00-00-00-s_png_jpg.rf.3dd550223779f6274619ca58ef2d78fe.jpg,640,640,lyra,491,476,518,577
2022-10-03-00-00-00-s_png_jpg.rf.3dd550223779f6274619ca58ef2d78fe.jpg,640,640,cygnus,385,419,480,590
2022-10-03-00-00-00-s_png_jpg.rf.3dd550223779f6274619ca58ef2d78fe.jpg,640,640,taurus,0,406,67,547
2022-10-03-00-00-00-s_png_jpg.rf.3dd550223779f6274619ca58ef2d78fe.jpg,640,640,pleiades,48,495,65,530
2022-10-03-00-00-00-s_png_jpg.rf.3dd550223779f6274619ca58ef2d78fe.jpg,640,640,aquila,423,114,532,309
2022-04-11-00-00-00-s_png_jpg.rf.3db1a890711f23fce8d5f9ba416beec5.jpg,640,640,gemini,476,472,586,618
2022-04-11-00-00-00-s_png_jpg.rf.3db1a890711f23fce8d5f9ba416beec5.jpg,640,640,moon,433,462,464,522
2022-04-11-00-00-00-s_png_jpg.rf.3db1a890711f23fce8d5f9ba416beec5.jpg,640,640,bootes,130,414,197,620
2022-04-11-00-00-00-s_png_jpg.rf.3db1a890711f23fce8d5f9ba416beec5.jpg,640,640,canis_minor,502,337,531,401
2022-04-11-00-00-00-s_png_jpg.rf.3db1a890711f23fce8d5f9ba416beec5.jpg,640,640,leo,276,351,399,505
2022-04-11-00-00-00-s_png_jpg.rf.3db1a890711f23fce8d5f9ba416beec5.jpg,640,640,scorpius,36,102,90,205
messier_m45_015_png_jpg.rf.3d3a527821b5b0dcd4489ed4aad25a5f.jpg,640,640,pleiades,433,197,454,235
2022-08-20-00-00-00-s_png_jpg.rf.3ed824c19022ea0324192ba7d8755c5d.jpg,640,640,lyra,375,153,412,242
2022-08-20-00-00-00-s_png_jpg.rf.3ed824c19022ea0324192ba7d8755c5d.jpg,640,640,cygnus,296,98,371,291
2022-08-20-00-00-00-s_png_jpg.rf.3ed824c19022ea0324192ba7d8755c5d.jpg,640,640,sagittarius,361,594,405,640
2022-08-20-00-00-00-s_png_jpg.rf.3ed824c19022ea0324192ba7d8755c5d.jpg,640,640,aquila,312,337,391,486
2022-09-23-00-00-00-s_png_jpg.rf.3bffdcc2d97bb5ae729b1725db6e3a92.jpg,640,640,lyra,458,517,488,605
2022-09-23-00-00-00-s_png_jpg.rf.3bffdcc2d97bb5ae729b1725db6e3a92.jpg,640,640,cygnus,364,468,446,629
2022-09-23-00-00-00-s_png_jpg.rf.3bffdcc2d97bb5ae729b1725db6e3a92.jpg,640,640,aquila,396,212,489,367
2022-09-23-00-00-00-s_png_jpg.rf.3bffdcc2d97bb5ae729b1725db6e3a92.jpg,640,640,pleiades,30,526,46,564
2022-02-06-00-00-00-s_png_jpg.rf.4027aff7f2ef060e586c071b0dba9a2e.jpg,640,640,orion,360,322,408,445
2022-02-06-00-00-00-s_png_jpg.rf.4027aff7f2ef060e586c071b0dba9a2e.jpg,640,640,pleiades,479,191,496,223
2022-02-06-00-00-00-s_png_jpg.rf.4027aff7f2ef060e586c071b0dba9a2e.jpg,640,640,taurus,431,172,503,314
2022-02-06-00-00-00-s_png_jpg.rf.4027aff7f2ef060e586c071b0dba9a2e.jpg,640,640,canis_major,286,449,343,541
2022-02-06-00-00-00-s_png_jpg.rf.4027aff7f2ef060e586c071b0dba9a2e.jpg,640,640,leo,73,142,207,283
2022-02-06-00-00-00-s_png_jpg.rf.4027aff7f2ef060e586c071b0dba9a2e.jpg,640,640,gemini,274,146,367,298
2022-02-06-00-00-00-s_png_jpg.rf.4027aff7f2ef060e586c071b0dba9a2e.jpg,640,640,canis_minor,271,294,313,347
moon_002_png_jpg.rf.3f4628f1e7ef1813989bde181c18baea.jpg,640,640,moon,238,375,333,489
moon_021_png_jpg.rf.4043f7028112463061df77ea2734c40f.jpg,640,640,moon,283,255,326,326
orion_constellation_014_png_jpg.rf.3b54250cd2ed771deb9d387ca7eeaec7.jpg,640,640,orion,319,264,532,614
2022-11-20-00-00-00-s_png_jpg.rf.3b3d39651abb1323048b436d69dc8e3a.jpg,640,640,pleiades,225,166,245,195
2022-11-20-00-00-00-s_png_jpg.rf.3b3d39651abb1323048b436d69dc8e3a.jpg,640,640,taurus,180,146,251,255
2022-11-20-00-00-00-s_png_jpg.rf.3b3d39651abb1323048b436d69dc8e3a.jpg,640,640,orion,93,238,155,398
2022-11-20-00-00-00-s_png_jpg.rf.3b3d39651abb1323048b436d69dc8e3a.jpg,640,640,gemini,14,1,118,150
2022-11-20-00-00-00-s_png_jpg.rf.3b3d39651abb1323048b436d69dc8e3a.jpg,640,640,canis_major,27,403,85,543
2022-11-20-00-00-00-s_png_jpg.rf.3b3d39651abb1323048b436d69dc8e3a.jpg,640,640,canis_minor,0,177,21,255
2022-05-15-00-00-00-s_png_jpg.rf.3d98177cbcbb8c648d3a3864b736a3b4.jpg,640,640,scorpius,108,1,210,200
2022-05-15-00-00-00-s_png_jpg.rf.3d98177cbcbb8c648d3a3864b736a3b4.jpg,640,640,bootes,255,343,339,515
2022-05-15-00-00-00-s_png_jpg.rf.3d98177cbcbb8c648d3a3864b736a3b4.jpg,640,640,leo,401,257,547,435
2022-05-15-00-00-00-s_png_jpg.rf.3d98177cbcbb8c648d3a3864b736a3b4.jpg,640,640,moon,268,156,314,252
2022-05-15-00-00-00-s_png_jpg.rf.3d98177cbcbb8c648d3a3864b736a3b4.jpg,640,640,lyra,94,559,144,620
2022-08-24-00-00-00-n_png_jpg.rf.40509c100f156695976a206a03df860e.jpg,640,640,cassiopeia,320,329,379,482
2022-08-24-00-00-00-n_png_jpg.rf.40509c100f156695976a206a03df860e.jpg,640,640,pleiades,588,209,608,245
2022-09-11-00-00-00-s_png_jpg.rf.3e476c1a0e9492047c39c1c8e12e678e.jpg,640,640,lyra,431,434,467,520
2022-09-11-00-00-00-s_png_jpg.rf.3e476c1a0e9492047c39c1c8e12e678e.jpg,640,640,cygnus,345,397,427,556
2022-09-11-00-00-00-s_png_jpg.rf.3e476c1a0e9492047c39c1c8e12e678e.jpg,640,640,aquila,357,157,443,303
2022-09-11-00-00-00-s_png_jpg.rf.3e476c1a0e9492047c39c1c8e12e678e.jpg,640,640,moon,176,183,221,266
2022-12-03-00-00-00-s_png_jpg.rf.40e80b6b1bd0cbe47f9b1b40d2a5377c.jpg,640,640,pleiades,268,220,282,247
2022-12-03-00-00-00-s_png_jpg.rf.40e80b6b1bd0cbe47f9b1b40d2a5377c.jpg,640,640,taurus,217,199,285,316
2022-12-03-00-00-00-s_png_jpg.rf.40e80b6b1bd0cbe47f9b1b40d2a5377c.jpg,640,640,moon,434,400,468,472
2022-12-03-00-00-00-s_png_jpg.rf.40e80b6b1bd0cbe47f9b1b40d2a5377c.jpg,640,640,orion,154,276,207,426
2022-12-03-00-00-00-s_png_jpg.rf.40e80b6b1bd0cbe47f9b1b40d2a5377c.jpg,640,640,gemini,64,52,155,232
2022-12-03-00-00-00-s_png_jpg.rf.40e80b6b1bd0cbe47f9b1b40d2a5377c.jpg,640,640,canis_major,95,425,144,540
2022-12-03-00-00-00-s_png_jpg.rf.40e80b6b1bd0cbe47f9b1b40d2a5377c.jpg,640,640,canis_minor,53,235,86,300
2022-06-10-00-00-00-s_png_jpg.rf.3ee970f040518c82ba5f84f9ac6a4a13.jpg,640,640,scorpius,179,459,273,609
2022-06-10-00-00-00-s_png_jpg.rf.3ee970f040518c82ba5f84f9ac6a4a13.jpg,640,640,bootes,313,118,396,305
2022-06-10-00-00-00-s_png_jpg.rf.3ee970f040518c82ba5f84f9ac6a4a13.jpg,640,640,sagittarius,117,455,179,575
2022-06-10-00-00-00-s_png_jpg.rf.3ee970f040518c82ba5f84f9ac6a4a13.jpg,640,640,moon,410,362,451,438
2022-06-10-00-00-00-s_png_jpg.rf.3ee970f040518c82ba5f84f9ac6a4a13.jpg,640,640,aquila,77,211,148,371
2022-06-10-00-00-00-s_png_jpg.rf.3ee970f040518c82ba5f84f9ac6a4a13.jpg,640,640,lyra,149,69,186,137
2022-11-11-00-00-00-s_png_jpg.rf.4105256f0299bb9e1b0db5bdd7cc6666.jpg,640,640,pleiades,197,216,214,238
2022-11-11-00-00-00-s_png_jpg.rf.4105256f0299bb9e1b0db5bdd7cc6666.jpg,640,640,taurus,151,196,214,298
2022-11-11-00-00-00-s_png_jpg.rf.4105256f0299bb9e1b0db5bdd7cc6666.jpg,640,640,moon,149,164,174,221
2022-11-11-00-00-00-s_png_jpg.rf.4105256f0299bb9e1b0db5bdd7cc6666.jpg,640,640,orion,64,248,122,413
2022-11-11-00-00-00-s_png_jpg.rf.4105256f0299bb9e1b0db5bdd7cc6666.jpg,640,640,gemini,0,5,114,169
2022-11-11-00-00-00-s_png_jpg.rf.4105256f0299bb9e1b0db5bdd7cc6666.jpg,640,640,canis_major,3,429,48,514
orion_constellation_034_png_jpg.rf.40c325b2225c8bc66f9272a3b9b1a0e8.jpg,640,640,orion,298,250,384,457
2022-03-25-00-00-00-s_png_jpg.rf.3f25ed858fc44756021f9cac094f502a.jpg,640,640,gemini,445,385,550,535
2022-03-25-00-00-00-s_png_jpg.rf.3f25ed858fc44756021f9cac094f502a.jpg,640,640,bootes,93,433,171,640
2022-03-25-00-00-00-s_png_jpg.rf.3f25ed858fc44756021f9cac094f502a.jpg,640,640,canis_minor,448,299,481,357
2022-03-25-00-00-00-s_png_jpg.rf.3f25ed858fc44756021f9cac094f502a.jpg,640,640,leo,246,339,362,469
2022-05-08-00-00-00-s_png_jpg.rf.40d5cb3494e4e7a4d43bbd2a6e8bb422.jpg,640,640,scorpius,90,47,184,235
2022-05-08-00-00-00-s_png_jpg.rf.40d5cb3494e4e7a4d43bbd2a6e8bb422.jpg,640,640,bootes,204,410,274,603
2022-05-08-00-00-00-s_png_jpg.rf.40d5cb3494e4e7a4d43bbd2a6e8bb422.jpg,640,640,leo,361,365,492,522
2022-05-08-00-00-00-s_png_jpg.rf.40d5cb3494e4e7a4d43bbd2a6e8bb422.jpg,640,640,lyra,41,599,85,640
moon_031_png_jpg.rf.3f4bbfc31b8544462d2577a858c8db8b.jpg,640,640,moon,312,151,379,269
2022-08-19-00-00-00-n_png_jpg.rf.40fff28ac3f7de8f0a475f4c3e895ea9.jpg,640,640,cassiopeia,351,237,414,401
2022-10-26-00-00-00-s_png_jpg.rf.41993edc35c764ec87d8132846ce08c9.jpg,640,640,pleiades,163,147,180,176
2022-10-26-00-00-00-s_png_jpg.rf.41993edc35c764ec87d8132846ce08c9.jpg,640,640,taurus,107,121,186,243
2022-10-26-00-00-00-s_png_jpg.rf.41993edc35c764ec87d8132846ce08c9.jpg,640,640,orion,17,214,81,387
2022-10-26-00-00-00-s_png_jpg.rf.41993edc35c764ec87d8132846ce08c9.jpg,640,640,cygnus,498,0,627,112
2022-05-25-00-00-00-n_png_jpg.rf.428b26a3bd80b49b3053e7fa0678c29c.jpg,640,640,ursa_major,77,85,175,310
2022-05-25-00-00-00-n_png_jpg.rf.428b26a3bd80b49b3053e7fa0678c29c.jpg,640,640,lyra,410,84,474,155
2022-05-25-00-00-00-n_png_jpg.rf.428b26a3bd80b49b3053e7fa0678c29c.jpg,640,640,cygnus,407,149,519,368
2022-07-14-00-00-00-s_png_jpg.rf.3e82566674a8ef31d60f44604f0e9adf.jpg,640,640,scorpius,281,518,408,640
2022-07-14-00-00-00-s_png_jpg.rf.3e82566674a8ef31d60f44604f0e9adf.jpg,640,640,bootes,419,93,553,324
2022-07-14-00-00-00-s_png_jpg.rf.3e82566674a8ef31d60f44604f0e9adf.jpg,640,640,sagittarius,194,488,279,599
2022-07-14-00-00-00-s_png_jpg.rf.3e82566674a8ef31d60f44604f0e9adf.jpg,640,640,moon,205,497,236,561
2022-07-14-00-00-00-s_png_jpg.rf.3e82566674a8ef31d60f44604f0e9adf.jpg,640,640,aquila,168,248,265,430
2022-07-14-00-00-00-s_png_jpg.rf.3e82566674a8ef31d60f44604f0e9adf.jpg,640,640,lyra,240,114,280,181
2022-07-14-00-00-00-s_png_jpg.rf.3e82566674a8ef31d60f44604f0e9adf.jpg,640,640,cygnus,152,27,237,222
2022-07-12-00-00-00-s_png_jpg.rf.434c1bb5fb25d222a7890cf25b174deb.jpg,640,640,scorpius,252,482,373,622
2022-07-12-00-00-00-s_png_jpg.rf.434c1bb5fb25d222a7890cf25b174deb.jpg,640,640,bootes,390,51,512,284
2022-07-12-00-00-00-s_png_jpg.rf.434c1bb5fb25d222a7890cf25b174deb.jpg,640,640,sagittarius,178,432,242,553
2022-07-12-00-00-00-s_png_jpg.rf.434c1bb5fb25d222a7890cf25b174deb.jpg,640,640,moon,266,461,328,567
2022-07-12-00-00-00-s_png_jpg.rf.434c1bb5fb25d222a7890cf25b174deb.jpg,640,640,aquila,126,206,231,368
2022-07-12-00-00-00-s_png_jpg.rf.434c1bb5fb25d222a7890cf25b174deb.jpg,640,640,lyra,222,80,253,145
2022-07-12-00-00-00-s_png_jpg.rf.434c1bb5fb25d222a7890cf25b174deb.jpg,640,640,cygnus,128,5,210,185
2022-07-29-00-00-00-n_png_jpg.rf.42ba2ab6f52b395b1427548cbe82300c.jpg,640,640,ursa_major,16,28,130,255
2022-07-29-00-00-00-n_png_jpg.rf.42ba2ab6f52b395b1427548cbe82300c.jpg,640,640,cassiopeia,334,201,385,359
2022-07-08-00-00-00-s_png_jpg.rf.42538305c27f7e9386cd6f27710bef3f.jpg,640,640,scorpius,256,0,373,137
2022-07-08-00-00-00-s_png_jpg.rf.42538305c27f7e9386cd6f27710bef3f.jpg,640,640,bootes,414,300,528,540
2022-07-08-00-00-00-s_png_jpg.rf.42538305c27f7e9386cd6f27710bef3f.jpg,640,640,sagittarius,183,60,248,183
2022-07-08-00-00-00-s_png_jpg.rf.42538305c27f7e9386cd6f27710bef3f.jpg,640,640,moon,509,70,559,152
2022-07-08-00-00-00-s_png_jpg.rf.42538305c27f7e9386cd6f27710bef3f.jpg,640,640,aquila,152,219,246,406
2022-07-08-00-00-00-s_png_jpg.rf.42538305c27f7e9386cd6f27710bef3f.jpg,640,640,lyra,241,459,278,524
2022-07-08-00-00-00-s_png_jpg.rf.42538305c27f7e9386cd6f27710bef3f.jpg,640,640,cygnus,152,435,237,625
2022-12-05-00-00-00-n_png_jpg.rf.41c53556304e3ec832162887108eeb5e.jpg,640,640,ursa_major,341,455,408,640
2022-04-24-00-00-00-n_png_jpg.rf.4329b3cfc56c2126121e61bdd0edc877.jpg,640,640,ursa_major,119,441,248,606
2022-04-24-00-00-00-n_png_jpg.rf.4329b3cfc56c2126121e61bdd0edc877.jpg,640,640,lyra,466,264,523,346
2022-04-24-00-00-00-n_png_jpg.rf.4329b3cfc56c2126121e61bdd0edc877.jpg,640,640,cygnus,416,32,574,227
2022-03-29-00-00-00-n_png_jpg.rf.429e9074a5db0b2ba8ab8e5ecd4f5ecc.jpg,640,640,ursa_major,223,72,369,197
2022-03-29-00-00-00-n_png_jpg.rf.429e9074a5db0b2ba8ab8e5ecd4f5ecc.jpg,640,640,lyra,507,506,555,609
2022-02-01-00-00-00-n_png_jpg.rf.44cb65360aa0225e729921b5252d963d.jpg,640,640,ursa_major,327,197,443,412
2022-02-01-00-00-00-n_png_jpg.rf.44cb65360aa0225e729921b5252d963d.jpg,640,640,cassiopeia,79,383,144,547
moon_017_png_jpg.rf.425eebc9731502702b3a662cc43da30e.jpg,640,640,moon,272,351,398,507
2022-11-07-00-00-00-s_png_jpg.rf.41ba38d170f5c9cfe4016e9a04a3b558.jpg,640,640,pleiades,212,425,233,451
2022-11-07-00-00-00-s_png_jpg.rf.41ba38d170f5c9cfe4016e9a04a3b558.jpg,640,640,taurus,167,369,231,470
2022-11-07-00-00-00-s_png_jpg.rf.41ba38d170f5c9cfe4016e9a04a3b558.jpg,640,640,moon,306,271,345,328
2022-11-07-00-00-00-s_png_jpg.rf.41ba38d170f5c9cfe4016e9a04a3b558.jpg,640,640,orion,69,242,135,403
2022-11-07-00-00-00-s_png_jpg.rf.41ba38d170f5c9cfe4016e9a04a3b558.jpg,640,640,canis_major,6,123,37,228
messier_m45_012_png_jpg.rf.449bb30c9bdc2c0693995ccc4fd233f6.jpg,640,640,pleiades,479,430,501,473
